province,city,city_code,station,station_code,level,pollutions,aqi,so2,so2_24h,no2,no2_24h,co,co_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,longitude,latitude,pubtime
广东省,肇庆市,441200,七星岩子站,1400A,,,28.0,4.0,,34.0,,0.655,,19.0,,21.125,,28.0,,17.0,,112.4722,23.0786,2013-09-01 00:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,27.0,22.0,,28.0,,0.601,,24.0,,19.625,,26.0,,19.0,,112.4722,23.0786,2013-09-01 01:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,27.0,12.0,,32.0,,0.647,,18.0,,21.0,,22.0,,19.0,,112.4722,23.0786,2013-09-01 02:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,29.0,14.0,,30.0,,0.657,,18.0,,22.5,,27.0,,20.0,,112.4722,23.0786,2013-09-01 03:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,39.0,14.0,,30.0,,0.639,,17.0,,24.25,,39.0,,20.0,,112.4722,23.0786,2013-09-01 04:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,34.0,12.0,,26.0,,0.665,,17.0,,28.25,,34.0,,22.0,,112.4722,23.0786,2013-09-01 05:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,42.0,9.0,,26.0,,0.662,,17.0,,34.125,,42.0,,25.0,,112.4722,23.0786,2013-09-01 06:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,62.0,18.0,,31.0,,0.702,,17.0,,43.75,,74.0,,32.0,,112.4722,23.0786,2013-09-01 07:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,70.0,21.0,,32.0,,0.693,,19.0,,50.625,,89.0,,30.0,,112.4722,23.0786,2013-09-01 08:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,56.0,31.0,,23.0,,0.699,,21.0,,55.125,,61.0,,29.0,,112.4722,23.0786,2013-09-01 09:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,56.0,31.0,,24.0,,0.754,,23.0,,56.875,,63.0,,35.0,,112.4722,23.0786,2013-09-01 10:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,62.0,27.0,,27.0,,0.739,,26.0,,60.375,,75.0,,41.0,,112.4722,23.0786,2013-09-01 11:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,64.0,16.0,,16.0,,0.713,,74.0,,63.625,,79.0,,36.0,,112.4722,23.0786,2013-09-01 13:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,80.0,11.0,,13.0,,0.753,,89.0,,64.375,,110.0,,38.0,,112.4722,23.0786,2013-09-01 14:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,62.0,8.0,,9.0,,0.714,,126.0,,62.125,,74.0,,45.0,,112.4722,23.0786,2013-09-01 15:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,82.0,9.0,,9.0,,0.799,,147.0,,53.375,,115.0,,54.0,,112.4722,23.0786,2013-09-01 16:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,76.0,13.0,,6.0,,0.758,,148.0,,46.625,,84.0,,56.0,,112.4722,23.0786,2013-09-01 17:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,83.0,11.0,,9.0,,0.728,,124.0,,42.75,,116.0,,47.0,,112.4722,23.0786,2013-09-01 18:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,36.0,3.0,,6.0,,0.566,,63.0,,39.125,,36.0,,16.0,,112.4722,23.0786,2013-09-01 20:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,34.0,2.0,,8.0,,0.609,,53.0,,34.125,,34.0,,14.0,,112.4722,23.0786,2013-09-01 21:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,45.0,6.0,,18.0,,0.634,,34.0,,28.75,,45.0,,17.0,,112.4722,23.0786,2013-09-01 22:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,35.0,7.0,,21.0,,0.645,,32.0,,23.75,,35.0,,18.0,,112.4722,23.0786,2013-09-01 23:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,55.0,24.0,,29.0,,0.676,,22.0,,19.875,,60.0,,21.0,,112.4722,23.0786,2013-09-02 00:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,38.0,22.0,,18.0,,0.625,,28.0,,18.375,,38.0,,19.0,,112.4722,23.0786,2013-09-02 01:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,37.0,12.0,,14.0,,0.57,,26.0,,18.375,,37.0,,23.0,,112.4722,23.0786,2013-09-02 02:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,38.0,9.0,,13.0,,0.525,,24.0,,18.0,,38.0,,21.0,,112.4722,23.0786,2013-09-02 03:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,45.0,23.0,,22.0,,0.624,,18.0,,18.625,,45.0,,24.0,,112.4722,23.0786,2013-09-02 04:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,53.0,26.0,,21.0,,0.598,,20.0,,19.625,,56.0,,29.0,,112.4722,23.0786,2013-09-02 05:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,49.0,13.0,,11.0,,0.589,,28.0,,26.75,,0.0,,34.0,,112.4722,23.0786,2013-09-02 06:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,56.0,20.0,,13.0,,0.566,,27.0,,35.75,,44.0,,40.0,,112.4722,23.0786,2013-09-02 07:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,61.0,32.0,,15.0,,0.622,,27.0,,49.375,,59.0,,44.0,,112.4722,23.0786,2013-09-02 08:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,64.0,25.0,,16.0,,0.739,,34.0,,65.625,,60.0,,46.0,,112.4722,23.0786,2013-09-02 09:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,68.0,26.0,,20.0,,0.662,,39.0,,81.75,,87.0,,46.0,,112.4722,23.0786,2013-09-02 10:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,116.0,33.0,,26.0,,0.73,,40.0,,94.625,,129.0,,88.0,,112.4722,23.0786,2013-09-02 11:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,151.0,36.0,,30.0,,0.747,,47.0,,99.625,,150.0,,116.0,,112.4722,23.0786,2013-09-02 12:00:00
