province,city,city_code,station,station_code,level,pollutions,aqi,so2,so2_24h,no2,no2_24h,co,co_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,longitude,latitude,pubtime
广东省,肇庆市,441200,七星岩子站,1400A,,,193.0,18.0,,65.0,,1.591,,54.0,,40.25,,205.0,,145.0,,112.4722,23.0786,2013-11-01 00:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,202.0,16.0,,77.0,,1.452,,45.0,,39.75,,220.0,,152.0,,112.4722,23.0786,2013-11-01 01:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,200.0,16.0,,64.0,,1.411,,43.0,,40.875,,177.0,,150.0,,112.4722,23.0786,2013-11-01 02:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,197.0,18.0,,70.0,,1.34,,42.0,,44.75,,153.0,,148.0,,112.4722,23.0786,2013-11-01 03:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,194.0,18.0,,56.0,,1.192,,42.0,,50.625,,0.0,,146.0,,112.4722,23.0786,2013-11-01 04:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,202.0,22.0,,53.0,,1.195,,42.0,,57.5,,0.0,,152.0,,112.4722,23.0786,2013-11-01 05:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,184.0,50.0,,34.0,,1.215,,46.0,,65.5,,0.0,,139.0,,112.4722,23.0786,2013-11-01 06:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,187.0,54.0,,43.0,,1.354,,44.0,,65.5,,141.0,,141.0,,112.4722,23.0786,2013-11-01 07:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,183.0,71.0,,45.0,,1.339,,43.0,,73.625,,179.0,,138.0,,112.4722,23.0786,2013-11-01 08:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,157.0,59.0,,37.0,,1.437,,44.0,,81.5,,156.0,,120.0,,112.4722,23.0786,2013-11-01 09:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,130.0,34.0,,22.0,,1.266,,54.0,,88.0,,131.0,,99.0,,112.4722,23.0786,2013-11-01 10:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,128.0,,,,,,,,,88.0,,181.0,,97.0,,112.4722,23.0786,2013-11-01 11:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,120.0,25.0,,16.0,,1.133,,128.0,,92.625,,136.0,,91.0,,112.4722,23.0786,2013-11-01 12:00:00
