province,city,city_code,station,station_code,level,pollutions,aqi,so2,so2_24h,no2,no2_24h,co,co_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,longitude,latitude,pubtime
广东省,肇庆市,441200,七星岩子站,1400A,,,117.0,41.0,,40.0,,0.841,,17.0,,35.0,,0.0,,88.0,,112.4722,23.0786,2014-04-01 05:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,92.0,30.0,,30.0,,0.815,,29.0,,42.25,,0.0,,68.0,,112.4722,23.0786,2014-04-01 06:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,74.0,22.0,,24.0,,0.764,,41.0,,46.875,,0.0,,54.0,,112.4722,23.0786,2014-04-01 07:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,59.0,29.0,,20.0,,0.765,,54.0,,53.25,,47.0,,42.0,,112.4722,23.0786,2014-04-01 08:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,94.0,44.0,,26.0,,0.859,,36.0,,60.125,,137.0,,54.0,,112.4722,23.0786,2014-04-01 09:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,79.0,21.0,,24.0,,0.77,,35.0,,68.375,,79.0,,58.0,,112.4722,23.0786,2014-04-01 10:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,69.0,21.0,,18.0,,0.819,,51.0,,80.375,,60.0,,50.0,,112.4722,23.0786,2014-04-01 11:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,64.0,20.0,,16.0,,0.702,,74.0,,92.375,,0.0,,46.0,,112.4722,23.0786,2014-04-01 12:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,62.0,19.0,,14.0,,0.701,,74.0,,99.875,,74.0,,44.0,,112.4722,23.0786,2014-04-01 13:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,69.0,10.0,,12.0,,0.704,,78.0,,100.0,,87.0,,46.0,,112.4722,23.0786,2014-04-01 14:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,54.0,8.0,,10.0,,0.673,,87.0,,100.75,,0.0,,38.0,,112.4722,23.0786,2014-04-01 15:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,64.0,13.0,,13.0,,0.733,,81.0,,100.875,,0.0,,46.0,,112.4722,23.0786,2014-04-01 16:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,65.0,12.0,,16.0,,0.738,,76.0,,98.25,,0.0,,47.0,,112.4722,23.0786,2014-04-01 17:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,69.0,11.0,,17.0,,0.827,,63.0,,92.875,,70.0,,50.0,,112.4722,23.0786,2014-04-01 18:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,67.0,9.0,,17.0,,0.854,,63.0,,80.0,,0.0,,48.0,,112.4722,23.0786,2014-04-01 19:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,68.0,11.0,,15.0,,0.784,,64.0,,66.0,,0.0,,49.0,,112.4722,23.0786,2014-04-01 20:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,74.0,20.0,,17.0,,0.852,,56.0,,54.125,,56.0,,54.0,,112.4722,23.0786,2014-04-01 21:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,85.0,24.0,,21.0,,0.808,,36.0,,44.0,,63.0,,63.0,,112.4722,23.0786,2014-04-01 22:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,95.0,26.0,,20.0,,0.868,,39.0,,37.75,,72.0,,71.0,,112.4722,23.0786,2014-04-01 23:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,113.0,20.0,,28.0,,0.93,,23.0,,34.75,,97.0,,85.0,,112.4722,23.0786,2014-04-02 00:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,107.0,18.0,,32.0,,1.039,,11.0,,31.625,,85.0,,80.0,,112.4722,23.0786,2014-04-02 01:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,113.0,23.0,,36.0,,1.07,,9.0,,29.625,,91.0,,85.0,,112.4722,23.0786,2014-04-02 02:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,113.0,19.0,,33.0,,0.982,,8.0,,34.125,,0.0,,85.0,,112.4722,23.0786,2014-04-02 03:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,105.0,18.0,,30.0,,0.946,,9.0,,42.125,,0.0,,79.0,,112.4722,23.0786,2014-04-02 04:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,90.0,24.0,,28.0,,0.907,,15.0,,49.25,,70.0,,67.0,,112.4722,23.0786,2014-04-02 05:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,72.0,18.0,,21.0,,0.861,,37.0,,55.375,,82.0,,52.0,,112.4722,23.0786,2014-04-02 06:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,45.0,7.0,,14.0,,0.826,,63.0,,61.125,,0.0,,31.0,,112.4722,23.0786,2014-04-02 07:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,66.0,24.0,,16.0,,0.818,,50.0,,64.5,,81.0,,37.0,,112.4722,23.0786,2014-04-02 08:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,63.0,21.0,,25.0,,1.149,,25.0,,69.5,,0.0,,45.0,,112.4722,23.0786,2014-04-02 09:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,101.0,9.0,,12.0,,0.774,,72.0,,73.0,,151.0,,20.0,,112.4722,23.0786,2014-04-02 10:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,93.0,11.0,,16.0,,0.88,,57.0,,74.5,,135.0,,21.0,,112.4722,23.0786,2014-04-02 11:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,79.0,15.0,,15.0,,0.831,,81.0,,73.25,,108.0,,20.0,,112.4722,23.0786,2014-04-02 12:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,70.0,14.0,,16.0,,0.842,,96.0,,71.0,,90.0,,21.0,,112.4722,23.0786,2014-04-02 13:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,60.0,17.0,,18.0,,0.861,,92.0,,65.75,,69.0,,22.0,,112.4722,23.0786,2014-04-02 14:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,77.0,23.0,,24.0,,0.844,,58.0,,59.75,,103.0,,35.0,,112.4722,23.0786,2014-04-02 15:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,60.0,20.0,,27.0,,0.962,,52.0,,52.5,,47.0,,43.0,,112.4722,23.0786,2014-04-02 16:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,104.0,9.0,,23.0,,0.89,,70.0,,44.375,,157.0,,28.0,,112.4722,23.0786,2014-04-02 17:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,42.0,14.0,,27.0,,0.948,,65.0,,37.625,,42.0,,29.0,,112.4722,23.0786,2014-04-02 18:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,52.0,13.0,,29.0,,1.059,,53.0,,30.75,,0.0,,36.0,,112.4722,23.0786,2014-04-02 19:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,67.0,14.0,,35.0,,1.035,,29.0,,23.875,,0.0,,48.0,,112.4722,23.0786,2014-04-02 20:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,93.0,19.0,,33.0,,1.095,,24.0,,18.75,,87.0,,69.0,,112.4722,23.0786,2014-04-02 21:00:00
广东省,肇庆市,441200,七星岩子站,1400A,,,90.0,27.0,,31.0,,0.968,,24.0,,18.875,,72.0,,67.0,,112.4722,23.0786,2014-04-02 22:00:00
